timestamp,source_ip,destination_ip,sql_query,user_agent,http_status_code_response
2/11/2025 20:10,183.244.62.251,98.176.97.155,"UNION SELECT username, password FROM users--","Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
3/6/2025 7:58,161.138.50.12,111.83.182.65,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/11/2025 16:42,88.143.40.183,63.163.230.136,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/20/2025 15:48,155.75.121.237,159.179.248.146,DROP TABLE users; --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
3/6/2025 8:22,59.199.182.83,251.201.207.108,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/19/2025 9:59,20.190.106.193,109.226.27.78,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/24/2025 5:22,220.215.152.25,218.176.208.117,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/19/2025 13:04,238.145.53.109,183.71.225.247,' OR 1=1 --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/28/2025 20:39,188.225.142.234,233.52.23.94,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/25/2025 19:30,36.238.43.41,155.204.206.208,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/19/2025 10:35,82.226.191.171,189.42.133.113,' OR 1=1 --,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/24/2025 9:10,70.105.87.241,157.164.84.107,DROP TABLE users; --,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
3/2/2025 11:14,94.240.149.162,36.200.159.219,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/3/2025 15:25,208.163.188.58,118.235.163.226,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/10/2025 21:35,222.199.124.211,218.230.70.232,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/4/2025 17:37,233.237.223.91,65.77.91.57,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
3/5/2025 2:33,219.87.244.211,189.212.187.228,DROP TABLE users; --,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/18/2025 17:18,43.178.7.159,108.171.158.17,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/24/2025 20:53,58.250.60.99,242.132.118.159,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/20/2025 13:17,185.119.170.102,167.237.248.237,' OR 1=1 --,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
3/9/2025 4:00,139.224.133.46,245.98.158.54,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/8/2025 1:22,72.60.35.117,66.248.207.76,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/10/2025 10:19,227.221.121.93,80.79.160.186,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/15/2025 6:02,19.41.187.211,234.119.65.150,"UNION SELECT username, password FROM users--","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
3/8/2025 22:18,232.59.57.195,197.179.41.47,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/3/2025 21:19,81.164.198.180,252.84.140.254,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/1/2025 2:11,114.107.73.35,186.35.130.235,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/13/2025 15:57,136.140.221.174,80.35.48.53,' OR 1=1 --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/21/2025 18:11,152.21.155.19,68.242.251.7,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/9/2025 18:42,33.84.175.33,56.211.133.123,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/20/2025 23:23,69.83.243.233,7.253.23.53,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/24/2025 4:07,39.160.88.123,79.112.176.227,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/27/2025 6:39,22.145.111.245,249.33.89.60,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
3/8/2025 8:03,247.145.212.228,95.215.213.252,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/25/2025 9:04,192.223.4.253,183.124.140.89,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/28/2025 1:20,131.63.156.54,207.6.7.141,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/14/2025 7:51,200.109.123.30,2.107.218.5,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/9/2025 5:35,241.22.93.194,45.169.202.225,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/23/2025 11:08,103.254.115.166,189.39.143.213,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/19/2025 17:34,76.213.8.19,54.102.28.14,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
3/7/2025 14:40,9.208.25.111,54.107.48.133,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/27/2025 14:44,107.96.230.207,237.217.20.98,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/13/2025 12:53,33.74.216.208,48.23.174.162,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/11/2025 14:23,68.24.120.75,88.107.156.118,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/7/2025 23:03,249.66.3.45,140.165.84.222,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/15/2025 3:06,167.139.128.122,193.94.199.255,' OR 1=1 --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
3/7/2025 2:21,88.43.81.91,54.91.105.180,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/19/2025 17:30,160.81.114.122,3.120.77.203,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/26/2025 8:41,96.155.245.158,240.63.94.202,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/4/2025 4:48,197.198.177.53,245.121.109.128,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/11/2025 21:51,15.220.110.170,90.68.138.193,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/13/2025 2:50,21.64.147.43,38.102.16.6,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/15/2025 14:59,45.244.39.126,226.54.208.209,' OR '1'='1' --,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
3/12/2025 20:06,148.70.225.198,121.76.73.20,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/16/2025 15:25,227.241.48.122,164.193.122.13,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/7/2025 19:51,55.160.222.30,61.245.166.31,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/12/2025 22:28,141.2.240.231,194.90.205.110,' OR '1'='1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/27/2025 10:33,151.154.37.160,247.38.52.33,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/6/2025 8:37,122.51.7.170,206.12.203.69,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/3/2025 23:11,163.10.154.139,24.200.255.218,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/8/2025 23:03,85.108.87.3,173.33.172.225,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
3/10/2025 16:55,223.4.98.173,167.14.124.83,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/9/2025 23:13,108.124.66.56,143.219.220.134,' OR 1=1 --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
3/11/2025 17:59,144.18.155.228,192.193.57.16,' OR '1'='1' --,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/11/2025 18:57,39.55.125.182,95.74.64.198,' OR '1'='1,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/28/2025 2:09,61.255.98.137,182.159.33.123,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/28/2025 7:39,52.183.31.243,148.232.73.55,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/16/2025 22:42,191.118.204.188,47.28.186.9,' OR '1'='1' --,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/21/2025 10:44,138.95.13.65,40.81.208.22,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/6/2025 22:54,10.92.115.43,135.28.199.190,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/23/2025 20:51,176.69.205.176,177.173.59.6,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/3/2025 2:53,170.237.14.230,214.192.27.89,SELECT * FROM users WHERE username='admin' AND password='' OR '1'='1',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",403
2/21/2025 14:30,60.13.145.172,171.66.159.158,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/10/2025 23:09,65.55.66.51,195.93.92.22,"UNION SELECT username, password FROM users--","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/20/2025 1:16,200.108.239.160,50.80.11.136,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/2/2025 10:34,226.29.181.222,51.200.119.53,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/13/2025 7:58,165.242.178.61,203.57.104.140,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/26/2025 5:28,47.19.97.147,137.44.86.179,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/19/2025 15:34,46.105.120.195,251.71.175.9,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/13/2025 3:49,78.215.195.127,35.111.92.172,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/20/2025 6:24,136.134.109.86,24.215.87.22,' OR '1'='1' --,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
3/2/2025 22:48,123.86.221.75,81.68.138.71,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
3/6/2025 10:16,146.182.240.148,135.140.195.41,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/8/2025 15:43,152.27.124.113,149.27.216.32,' OR 1=1 --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
3/5/2025 13:30,18.150.207.5,10.247.42.2,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/3/2025 21:05,223.187.213.181,176.80.142.162,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/3/2025 8:28,223.106.174.87,24.111.43.56,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/28/2025 19:59,199.217.59.112,49.93.156.148,DROP TABLE users; --,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/20/2025 0:30,179.108.37.2,250.214.230.25,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/11/2025 5:52,209.83.65.29,157.121.192.15,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
3/10/2025 5:51,173.77.163.251,120.250.138.255,' OR '1'='1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/21/2025 8:12,34.35.113.79,241.231.148.196,' OR 1=1 --,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/12/2025 6:56,87.217.205.110,204.136.79.18,DROP TABLE users; --,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/22/2025 4:35,227.186.194.24,63.5.196.117,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/22/2025 4:12,3.156.61.64,15.56.39.40,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/17/2025 6:35,38.111.248.168,136.176.67.162,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
2/24/2025 23:45,216.53.52.222,59.179.132.169,"UNION SELECT username, password FROM users--","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",403
2/25/2025 4:12,220.165.180.255,120.83.14.70,"UNION SELECT username, password FROM users--","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
3/13/2025 7:08,247.172.126.229,98.222.117.167,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/13/2025 0:29,83.12.105.132,174.20.34.153,' OR 1=1 --,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/17/2025 20:13,142.143.155.177,119.73.29.230,"UNION SELECT username, password FROM users--","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
3/12/2025 4:26,233.18.96.122,113.184.155.69,SELECT * FROM products WHERE category='electronics',"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/25/2025 14:44,7.119.245.176,95.12.114.150,"INSERT INTO users (username, password) VALUES ('john', 'pass123')","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/26/2025 17:42,62.244.20.64,33.241.246.139,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
3/12/2025 5:04,238.94.144.87,80.206.113.191,DROP TABLE users; --,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",403
2/18/2025 8:50,220.203.228.229,166.40.248.121,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",200
2/18/2025 17:40,128.98.163.6,15.34.255.172,UPDATE accounts SET balance=100 WHERE user_id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",200
2/21/2025 6:30,231.198.49.13,235.126.135.111,DELETE FROM logs WHERE timestamp < '2024-01-01',"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",200
