timestamp,source_ip,destination_ip,username_attempted,access_type,access_status,reason,user_agent
2025-03-12 17:31:49,64.80.39.114,187.28.199.147,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-19 14:31:31,206.32.243.84,207.209.71.167,hacker,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-19 12:19:44,163.90.249.26,217.80.91.165,test_user,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-02 22:22:19,159.12.40.59,169.129.232.184,test_user,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-09 22:35:33,241.57.225.181,183.234.177.196,guest,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-12 09:45:28,190.181.233.51,203.40.103.90,test_user,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-17 12:56:35,73.220.180.209,50.10.162.169,admin,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-01 19:48:18,57.75.128.44,164.35.209.99,anonymous,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-10 13:11:26,94.52.148.159,126.108.51.118,user123,File Access,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-23 20:52:30,64.133.18.205,20.170.174.49,admin,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-28 07:37:24,162.50.198.85,44.81.150.75,user123,File Access,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-12 00:52:29,183.142.95.111,221.221.140.194,anonymous,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-26 23:55:09,193.169.198.88,167.34.119.38,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-12 18:34:14,232.22.134.48,220.134.155.139,guest,File Access,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-17 17:19:47,103.64.94.160,243.212.55.66,admin,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-11 08:30:26,193.72.119.5,37.8.157.155,anonymous,System Command Execution,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-03 17:41:28,10.90.4.246,177.240.250.229,test_user,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-04 12:50:54,73.152.150.252,174.75.172.189,guest,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-17 21:00:44,103.157.219.171,57.207.70.93,admin,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-09 16:38:31,170.225.11.135,80.209.181.126,user123,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-04 13:31:09,31.147.2.43,68.229.1.113,root,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-12 21:17:23,4.88.170.205,124.29.120.77,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-17 15:00:47,79.201.226.109,194.127.225.130,hacker,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-16 14:00:53,136.3.12.160,111.207.19.238,anonymous,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-19 07:34:02,236.37.7.63,95.237.59.42,guest,File Access,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-28 09:41:34,7.167.159.212,22.226.187.220,anonymous,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-07 13:23:56,10.221.12.75,151.20.213.19,anonymous,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-11 21:49:37,8.144.245.249,152.92.19.1,test_user,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-27 21:19:53,72.13.97.41,29.201.36.178,hacker,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-18 18:47:36,163.129.146.195,190.131.190.247,admin,File Access,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-13 01:07:10,153.143.217.224,37.24.179.18,root,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-18 18:03:10,21.239.163.134,59.193.99.154,hacker,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-12 16:09:28,39.153.53.157,111.163.163.23,user123,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-06 07:28:32,163.125.173.104,157.161.123.60,user123,File Access,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-26 20:09:18,243.195.245.245,152.209.131.66,root,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-16 13:27:35,104.150.42.59,78.30.183.11,root,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-01 07:24:34,212.10.176.151,93.233.246.251,hacker,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-24 13:28:01,54.35.146.12,33.248.45.18,anonymous,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-13 07:19:08,92.199.107.217,40.18.246.246,test_user,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-25 01:45:38,24.51.124.167,183.140.165.126,user123,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-24 11:36:12,124.100.197.64,175.114.246.143,hacker,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-06 03:23:01,119.148.111.12,184.50.27.209,anonymous,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-27 22:22:56,213.132.2.168,117.241.31.135,user123,System Command Execution,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-07 03:32:17,166.39.197.96,222.9.104.116,root,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-14 01:02:58,140.210.40.52,140.71.215.7,hacker,File Access,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-14 17:44:32,81.243.253.105,239.79.27.244,hacker,System Command Execution,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-10 15:26:27,248.72.116.58,15.183.236.35,user123,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-26 13:00:53,228.234.152.214,211.51.218.137,anonymous,File Access,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-16 07:30:37,73.203.86.196,27.156.109.232,root,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-23 07:49:14,98.191.102.65,12.220.224.192,hacker,File Access,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-04 00:07:30,145.19.152.35,173.226.71.185,anonymous,File Access,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-02 21:02:23,58.205.59.110,120.128.225.200,admin,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-27 15:08:44,223.19.190.250,221.62.50.228,user123,File Access,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-18 10:39:47,145.235.139.22,79.187.170.65,anonymous,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-14 08:06:39,2.229.227.3,231.128.58.127,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-18 01:31:56,172.238.223.226,224.120.196.173,anonymous,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-23 05:49:22,97.3.65.238,125.201.192.229,test_user,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-03 16:17:09,66.161.111.160,129.135.152.76,user123,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-27 02:30:59,208.77.148.164,229.214.82.35,root,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-20 04:34:40,102.19.157.11,37.190.74.16,admin,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-10 00:22:38,127.194.181.176,130.191.173.3,admin,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-15 08:15:55,35.59.91.110,141.11.220.61,user123,File Access,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-12 15:18:26,91.174.37.113,69.31.177.221,hacker,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-10 20:43:45,247.187.253.192,2.91.15.172,root,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-16 19:37:59,190.220.1.129,165.106.195.133,user123,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-10 06:23:21,162.7.119.239,161.130.104.93,hacker,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-13 16:33:10,82.157.155.85,109.229.22.123,hacker,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-07 13:34:07,165.192.37.18,240.71.91.203,test_user,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-24 23:17:13,203.181.14.153,247.79.216.62,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-26 01:46:21,159.1.216.188,47.41.135.249,hacker,File Access,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-02 18:05:01,126.68.167.165,199.152.122.53,test_user,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-12 14:48:10,224.154.123.216,74.106.92.49,root,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-09 07:28:49,171.60.124.106,36.59.248.138,test_user,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-28 19:09:47,8.89.189.47,115.46.250.39,admin,File Access,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-13 03:14:26,37.90.54.67,47.143.5.17,guest,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-23 08:57:29,115.49.240.73,121.206.198.53,user123,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-26 05:53:00,59.186.111.227,105.6.52.163,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-19 13:58:32,33.223.40.1,200.78.178.221,guest,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-11 21:42:41,223.104.225.53,90.237.104.31,guest,File Access,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-13 04:55:17,152.116.54.215,47.11.21.105,anonymous,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-15 06:46:32,222.50.214.141,202.125.163.139,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-02 01:52:53,190.122.252.30,62.228.26.104,guest,File Access,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-22 05:58:09,55.162.59.149,141.207.112.156,admin,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-26 06:41:12,213.235.83.200,108.183.9.184,admin,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-11 21:33:15,223.243.68.22,28.97.237.241,guest,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-28 07:54:28,141.77.121.50,135.147.52.75,anonymous,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-09 07:36:42,9.129.91.49,22.128.142.239,admin,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-01 01:28:42,94.207.154.64,221.186.219.137,root,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-22 04:07:29,213.144.25.191,105.11.245.192,root,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-27 17:52:21,33.153.109.176,62.174.100.148,test_user,System Command Execution,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-06 00:08:48,88.120.60.216,68.6.137.204,user123,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-13 03:45:17,182.197.241.137,16.186.5.180,test_user,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-03 18:06:11,229.49.156.3,147.208.41.196,root,File Access,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-03 10:48:32,190.102.198.207,201.84.180.198,anonymous,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-11 03:54:39,184.26.216.200,11.42.30.181,root,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-25 17:34:28,93.133.173.57,22.71.211.33,hacker,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-26 12:18:28,177.129.21.130,14.50.47.157,anonymous,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-01 06:06:21,168.63.240.143,104.11.48.102,anonymous,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-10 10:47:21,203.209.5.95,186.69.22.29,user123,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-26 02:41:23,211.148.149.196,232.14.5.50,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-21 12:22:38,1.20.100.50,85.239.235.125,test_user,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-04 12:04:40,192.162.153.254,186.176.52.74,hacker,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-10 20:09:52,3.17.192.90,172.175.111.141,hacker,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-11 02:17:52,182.128.124.138,170.251.165.55,anonymous,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-19 11:49:15,201.146.92.149,111.190.252.177,guest,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-14 04:53:42,49.193.202.56,229.205.46.59,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
